0.000000000000000000e+00  4.746097107447332773e-07
7.384615384615384219e-04  4.793269332259255873e-07
1.476923076923076844e-03  4.841078153836004961e-07
2.215384615384615157e-03  4.889534492377456429e-07
2.953846153846153687e-03  4.938649496314632301e-07
3.692307692307692218e-03  4.988434547950068813e-07
4.430769230769230314e-03  5.038901269260550081e-07
5.169230769230768845e-03  5.090061527865360483e-07
5.907692307692307375e-03  5.141927443167268230e-07
6.646153846153845905e-03  5.194511392670237072e-07
7.384615384615384436e-03  5.247826018481566722e-07
8.123076923076922098e-03  5.301884234002267288e-07
8.861538461538460629e-03  5.356699230814216412e-07
9.599999999999999159e-03  5.412284485768830828e-07
1.033846153846153769e-02  5.468653768285194352e-07
1.107692307692307622e-02  5.525821147863555645e-07
1.181538461538461475e-02  5.583801001822941362e-07
1.255384615384615328e-02  5.642608023268520637e-07
1.329230769230769181e-02  5.702257229298588837e-07
1.403076923076923034e-02  5.762763969457396275e-07
1.476923076923076887e-02  5.824143934443994748e-07
1.550769230769230740e-02  5.886413165083940634e-07
1.624615384615384420e-02  5.949588061575351961e-07
1.698461538461538273e-02  6.013685393015958070e-07
1.772307692307692126e-02  6.078722307223874888e-07
1.846153846153845979e-02  6.144716340859506771e-07
1.919999999999999832e-02  6.211685429861600161e-07
1.993846153846153685e-02  6.279647920206521837e-07
2.067692307692307538e-02  6.348622579003644080e-07
2.141538461538461391e-02  6.418628605937674524e-07
2.215384615384615244e-02  6.489685645071075604e-07
2.289230769230769097e-02  6.561813797018962502e-07
2.363076923076922950e-02  6.635033631510028950e-07
2.436923076923076803e-02  6.709366200347183643e-07
2.510769230769230656e-02  6.784833050782926807e-07
2.584615384615384509e-02  6.861456239323950128e-07
2.658461538461538362e-02  6.939258345980739195e-07
2.732307692307692215e-02  7.018262488979054552e-07
2.806153846153846068e-02  7.098492339949390254e-07
2.879999999999999921e-02  7.179972139612522685e-07
2.953846153846153774e-02  7.262726713980000351e-07
3.027692307692307627e-02  7.346781491088250664e-07
3.101538461538461480e-02  7.432162518285778067e-07
3.175384615384615333e-02  7.518896480095968686e-07
3.249230769230768839e-02  7.607010716675381388e-07
3.323076923076923039e-02  7.696533242890785812e-07
3.396923076923076545e-02  7.787492768039285814e-07
