0.000000000000000000e+00  1.380000000000000115e-01
1.010638297872340410e-03  2.459999999999999964e-01
2.021276595744680819e-03  3.910000000000000142e-01
3.031914893617021229e-03  5.180000000000000160e-01
4.042553191489361639e-03  6.440000000000000169e-01
5.053191489361702482e-03  7.520000000000000018e-01
6.063829787234042458e-03  9.330000000000000515e-01
7.074468085106382434e-03  1.076999999999999957e+00
8.085106382978723277e-03  1.221999999999999975e+00
9.095744680851064121e-03  1.437999999999999945e+00
1.010638297872340496e-02  1.582999999999999963e+00
1.111702127659574407e-02  1.907999999999999918e+00
1.212765957446808492e-02  2.197000000000000064e+00
1.313829787234042576e-02  2.450000000000000178e+00
1.414893617021276487e-02  2.738999999999999879e+00
1.515957446808510571e-02  3.064000000000000057e+00
1.617021276595744655e-02  3.460999999999999854e+00
1.718085106382978566e-02  3.750000000000000000e+00
1.819148936170212824e-02  4.147999999999999687e+00
1.920212765957446735e-02  4.472999999999999865e+00
2.021276595744680993e-02  4.833999999999999631e+00
2.122340425531914904e-02  5.158999999999999808e+00
2.223404255319148815e-02  5.483999999999999986e+00
2.324468085106383072e-02  5.809999999999999609e+00
2.425531914893616983e-02  6.043999999999999595e+00
2.526595744680850894e-02  6.350999999999999979e+00
2.627659574468085152e-02  6.604000000000000092e+00
2.728723404255319063e-02  6.713000000000000078e+00
2.829787234042552974e-02  6.820999999999999730e+00
2.930851063829787231e-02  6.929000000000000270e+00
3.031914893617021142e-02  6.966000000000000192e+00
3.132978723404255400e-02  6.966000000000000192e+00
3.234042553191489311e-02  6.892999999999999794e+00
3.335106382978723222e-02  6.748999999999999666e+00
3.436170212765957133e-02  6.567999999999999616e+00
3.537234042553191737e-02  6.315000000000000391e+00
3.638297872340425648e-02  6.134999999999999787e+00
3.739361702127659559e-02  5.828000000000000291e+00
3.840425531914893470e-02  5.483999999999999986e+00
3.941489361702127381e-02  5.267999999999999794e+00
4.042553191489361986e-02  4.798000000000000043e+00
4.143617021276595896e-02  4.581000000000000405e+00
4.244680851063829807e-02  4.184000000000000163e+00
4.345744680851063718e-02  3.895000000000000018e+00
4.446808510638297629e-02  3.460999999999999854e+00
4.547872340425531540e-02  3.064000000000000057e+00
4.648936170212766145e-02  2.810999999999999943e+00
4.750000000000000056e-02  2.486000000000000210e+00
4.851063829787233966e-02  2.197000000000000064e+00
4.952127659574467877e-02  1.979999999999999982e+00
5.053191489361701788e-02  1.727000000000000091e+00
5.154255319148936393e-02  1.546999999999999931e+00
5.255319148936170304e-02  1.366000000000000103e+00
5.356382978723404215e-02  1.239999999999999991e+00
5.457446808510638125e-02  1.076999999999999957e+00
5.558510638297872036e-02  1.004999999999999893e+00
5.659574468085105947e-02  8.599999999999999867e-01
5.760638297872340552e-02  7.520000000000000018e-01
5.861702127659574463e-02  6.800000000000000488e-01
5.962765957446808374e-02  5.350000000000000311e-01
6.063829787234042284e-02  4.269999999999999907e-01
6.164893617021276195e-02  3.190000000000000058e-01
6.265957446808510800e-02  2.459999999999999964e-01
